Biceps_X,Biceps_Y,Biceps_Z
5.0,-27.31,188.81
-41.0,6.13,104.87
-14.06,-31.56,153.44
19.06,-7.06,189.56
80.19,-16.5,155.75
-57.0,-10.75,133.38
9.44,-28.5,194.0
-39.06,-21.62,143.63
3.31,-28.0,160.19
-30.69,4.56,94.44
10.31,-31.19,157.56
-0.31,-22.31,142.06
61.13,-25.0,171.56
73.69,2.56,119.37
-27.25,-23.94,149.19
58.88,14.94,172.56
0.69,-16.25,95.06
-0.81,-32.5,155.44
4.94,-14.0,92.0
65.5,2.81,103.87
4.5,-30.0,165.0
29.75,-26.12,161.44
9.56,-28.37,192.5
-27.12,-22.31,143.25
-61.63,-5.81,121.0
-65.62,-2.19,117.06
-15.94,-27.5,153.31
-36.69,4.88,100.56
-10.5,-29.06,151.5
-39.88,-23.5,141.44
-21.19,-25.87,153.0
-48.56,-3.13,127.56
20.25,-34.06,164.13
13.19,-34.31,197.44
3.0,-6.5,94.62
7.06,-33.44,181.94
-0.63,-16.31,93.5
13.13,-30.56,195.75
57.06,-19.12,158.38
4.56,-24.75,174.31
55.56,-3.88,98.75
76.0,6.31,122.12
6.19,-33.63,183.5
8.69,-30.94,181.06
-65.0,-2.63,123.56
-30.94,-23.94,150.69
3.06,-23.44,164.56
2.94,-12.0,89.75
70.56,-4.06,112.5
-31.31,-29.06,150.75
6.19,-30.37,195.69
93.06,-9.56,144.13
3.5,-21.31,129.44
-25.62,-23.06,143.94
47.94,5.31,177.56
-38.06,10.94,100.75
-48.75,-18.0,142.0
77.12,-17.06,163.56
1.75,-24.56,140.25
43.25,12.88,179.06
58.06,-18.81,158.25
72.56,1.56,123.31
1.37,-20.19,155.44
-66.25,-2.06,117.69
-5.31,-32.31,153.63
78.69,5.5,134.38
-31.94,-23.87,160.0
-11.25,-28.25,165.0
64.56,-1.0,94.69
18.75,-28.31,160.5
-13.94,-28.12,163.5
15.0,-19.75,157.13
-14.13,-22.31,167.81
70.75,4.25,110.0
36.13,-23.25,159.81
-34.81,-25.75,145.69
86.69,-14.63,141.13
6.44,-25.44,185.13
60.63,-12.88,163.25
86.81,-14.06,147.13
2.81,-22.75,151.75
17.44,0.56,87.12
34.94,-26.19,160.75
3.0,-14.13,94.31
0.0,-23.12,122.56
2.81,-11.19,91.69
1.63,-22.5,175.88
-29.44,-33.94,159.13
9.81,-34.5,186.13
-8.56,1.0,89.12
81.31,6.0,137.75
-40.5,-14.56,141.75
2.38,-11.38,97.87
2.75,-10.44,89.56
-47.06,-17.56,139.13
-36.13,11.5,99.25
42.5,-24.37,157.5
6.94,-30.06,180.94
5.31,-25.25,190.06
26.19,-5.38,183.81
-28.0,-28.5,152.44
38.31,-24.37,166.63
-1.37,-24.75,130.81
3.69,-29.44,152.75
42.63,-26.31,162.13
4.0,-28.69,158.38
0.69,-20.44,130.06
52.0,0.19,97.31
-66.81,0.75,114.31
5.06,-12.31,96.75
-0.94,6.56,84.06
5.5,5.69,89.44
7.88,-28.5,195.56
12.44,-28.75,159.56
-45.63,-18.87,134.63
-45.19,-6.19,126.0
0.75,-15.19,87.25
-64.19,-3.5,116.75
34.38,-26.31,160.88
-64.31,-3.25,118.37
-1.12,-14.63,87.19
7.56,-29.44,168.44
36.63,-25.94,159.94
77.31,5.94,127.69
4.94,-26.31,140.94
60.81,-17.94,160.13
67.0,17.69,175.81
46.63,-7.69,89.12
-10.63,-19.94,173.63
4.0,-20.94,120.25
1.69,-20.5,125.62
86.06,-14.0,148.0
9.19,-30.37,190.56
2.63,-14.06,109.25
45.25,-22.37,163.38
56.19,-4.63,101.94
10.25,-30.69,185.19
16.75,-29.75,159.5
-45.56,-10.19,120.87
6.75,-27.19,182.38
-60.56,-6.75,127.69
-6.5,-26.75,151.25
1.75,-21.87,132.81
0.12,-24.12,120.62
64.19,-14.06,155.25
18.56,2.5,86.44
-58.63,-9.44,129.88
20.44,-34.88,165.56
10.94,6.06,85.5
72.0,11.13,170.31
-61.81,-9.38,124.44
4.5,-20.06,131.06
2.13,-29.31,155.06
-19.81,-27.62,151.94
86.5,-17.69,146.75
65.87,-19.62,168.44
0.37,-25.87,188.0
4.25,-18.0,106.37
10.13,-27.75,198.63
0.19,-32.69,157.38
78.25,10.56,123.0
-60.69,-9.06,126.94
58.94,-27.12,171.75
84.5,-14.44,156.0
52.19,-15.44,166.06
1.5,-18.25,141.44
5.13,-30.19,176.75
-10.0,12.75,87.94
9.31,2.0,84.69
93.19,-9.81,144.25
6.5,-24.44,163.94
-37.5,-21.37,147.94
-34.5,3.44,97.94
-1.25,-14.81,88.0
55.75,-19.25,161.25
14.25,-33.94,182.81
2.56,-16.25,116.12
-27.25,-30.37,164.88
48.19,-22.75,162.13
2.44,-14.94,108.25
84.81,-15.81,152.38
-8.06,-35.38,158.13
30.0,-4.06,180.19
23.37,-2.38,182.94
-0.12,-21.5,116.81
55.63,-29.06,172.06
81.69,13.63,156.31
-49.94,-18.37,135.0
5.56,-26.0,154.56
1.19,-28.12,150.56
63.44,-15.44,156.31
-18.81,-26.81,153.38
64.0,-18.94,159.75
77.19,8.44,122.62
66.25,-7.5,101.12
72.44,14.44,174.5
57.44,-18.44,156.5
70.25,0.63,121.75
61.13,-15.75,156.06
-16.37,-24.81,147.5
1.19,-22.37,154.63
0.31,-15.69,103.44
0.06,-20.94,115.19
1.56,-25.44,146.0
-40.0,-19.62,143.94
7.25,-30.44,182.56
-59.88,-7.0,129.38
41.38,4.94,187.0
85.06,-14.06,148.63
-41.0,5.88,98.06
3.94,-21.44,123.0
-36.63,-22.25,142.81
-65.31,-3.56,119.31
-60.13,-9.88,127.31
7.69,-27.25,186.25
11.0,0.19,87.12
-16.56,-31.19,153.75
1.06,-25.62,133.31
3.75,-28.62,194.38
6.5,-25.62,185.81
-19.31,-20.19,168.94
0.94,-15.56,110.5
-43.0,-0.31,110.56
7.81,-27.75,185.81
13.44,6.63,87.0
54.13,-22.19,160.31
-26.5,-26.25,149.63
-24.25,13.88,85.94
8.13,-27.56,191.19
67.81,2.69,107.69
-53.5,-13.88,130.81
52.69,5.75,163.5
-27.12,11.19,92.25
0.94,-18.75,107.25
3.44,6.0,89.12
1.56,-11.06,111.06
-33.63,-22.69,146.19
26.94,1.0,179.19
-57.06,-10.0,129.0
18.62,-24.62,155.94
2.25,-23.44,135.56
-34.25,-19.56,158.63
2.06,-26.87,156.44
0.25,-25.56,176.38
73.62,-8.56,154.19
-29.56,-26.62,146.25
33.63,-2.19,180.5
13.38,-34.19,198.06
-40.88,-21.56,149.56
-33.69,-23.62,146.44
67.12,-1.44,116.06
79.69,-12.56,156.56
3.56,-18.62,127.06
0.0,-18.56,109.12
-34.56,-15.13,148.06
36.88,-29.0,159.81
4.5,-25.56,136.13
2.94,-15.06,130.19
47.38,5.88,180.5
76.19,2.38,116.56
79.44,-13.19,152.13
12.5,-33.13,195.0
-34.69,-19.5,150.13
77.19,2.88,118.75
50.19,-23.81,159.5
47.88,-6.63,101.44
10.88,-26.62,160.38
46.06,12.56,185.56
-29.5,13.0,95.44
-10.81,-35.25,154.44
23.5,6.69,87.19
3.38,-20.12,125.69
90.5,-12.81,148.13
4.5,-12.75,91.12
43.5,-15.75,158.25
4.06,-24.81,169.69
-66.06,-0.31,119.12
33.31,-29.19,166.25
39.0,-3.5,91.0
-0.63,-9.31,101.25
-13.81,-34.94,153.88
7.31,-27.56,184.13
58.19,-22.19,161.56
-30.12,-24.69,148.25
-24.12,-32.56,153.94
1.25,-10.75,108.06
64.69,1.63,113.19
10.94,-29.56,195.88
2.63,-22.5,128.5
60.38,12.75,175.5
-15.25,-27.62,153.56
-1.88,-13.38,99.06
-53.25,-14.0,135.0
-43.31,0.19,116.94
1.81,-22.62,115.44
25.56,-1.81,186.06
-27.19,-25.5,149.81
2.38,-12.88,98.0
71.44,-1.56,108.69
-40.81,-20.81,143.19
21.87,-31.75,159.19
5.56,-29.87,170.75
0.94,-17.56,107.19
55.69,-4.0,100.19
11.38,-29.56,197.75
46.88,7.69,183.19
1.69,-3.69,89.87
75.5,-13.5,152.88
75.62,-14.56,157.81
-65.69,-1.25,115.06
65.69,4.88,110.19
-40.88,-12.63,139.0
73.69,-15.44,161.0
0.44,-21.37,116.62
79.94,-18.5,149.19
3.75,-29.44,169.38
-48.63,3.44,118.56
-63.44,0.19,120.19
-14.25,9.19,87.37
-12.69,-34.88,157.0
5.06,-25.0,172.44
-41.5,-18.81,143.13
-24.37,-33.19,151.31
6.19,-28.81,192.63
2.13,-23.44,170.19
82.62,-15.63,157.06
1.19,-11.5,91.56
-11.56,-35.06,154.31
34.06,-6.25,95.31
18.87,-28.87,158.69
-12.38,-30.06,153.0
-40.5,-22.81,144.69
2.31,-16.75,120.0
2.63,-34.0,161.56
3.44,-31.94,158.44
-14.81,6.06,88.12
70.0,13.44,175.25
-42.56,6.13,105.0
59.88,-20.69,159.81
-58.44,-10.56,132.94
-54.0,-14.81,135.38
-63.06,-4.25,126.0
3.44,-28.19,153.69
10.69,-28.94,198.25
-30.44,-24.87,147.63
-36.56,11.94,97.19
88.56,-8.81,147.44
-11.31,-27.37,156.38
79.87,16.0,144.25
2.0,-22.56,138.56
-44.88,-6.94,127.69
75.37,-18.0,161.5
-25.5,11.19,94.12
-66.44,-2.0,116.81
4.94,-22.44,138.69
-55.63,-16.69,132.06
82.25,-12.75,182.06
-48.38,-7.5,126.62
6.13,-28.12,187.31
-62.0,-6.13,119.69
16.94,-26.31,161.63
-13.06,-29.94,154.69
66.69,8.75,156.31
-34.56,-20.37,139.0
-64.37,-6.19,120.94
0.0,-15.56,106.94
9.06,-31.69,170.69
62.69,-20.62,163.38
-40.38,9.25,107.87
83.19,-13.44,154.81
52.13,-20.56,163.5
46.44,-29.5,170.81
9.44,-30.44,193.63
55.38,-6.0,103.87
41.88,-23.44,163.13
3.13,-16.44,116.75
-36.75,-25.31,145.31
8.5,-29.62,170.38
7.13,-30.0,187.0
52.88,-18.19,155.44
72.69,-15.5,161.25
33.69,-5.25,190.31
63.63,8.44,170.06
76.25,17.75,165.0
2.56,-14.88,101.75
1.44,-12.56,88.81
8.31,-27.37,185.44
-18.12,13.13,83.87
-40.81,-9.69,120.62
2.31,-20.0,115.81
-34.06,-26.12,153.38
47.63,11.75,186.94
-25.69,11.5,93.75
47.13,9.25,183.13
4.94,-24.5,123.0
-38.69,-20.44,144.63
42.75,-22.81,162.81
-45.25,-12.81,129.5
21.44,3.56,91.0
5.44,-24.62,180.56
-47.25,6.94,112.56
0.63,-17.5,113.0
16.62,-14.69,183.31
-59.63,-7.31,128.88
14.25,-25.06,156.0
-8.81,7.0,89.06
57.88,10.0,186.63
73.19,-15.44,153.94
78.0,-9.0,155.25
5.63,-14.31,98.75
-6.63,-28.25,155.0
58.81,7.81,173.44
-20.37,-31.19,148.13
16.81,-15.56,178.63
-60.69,-4.75,124.0
-36.06,-22.25,146.44
75.94,14.69,169.44
0.81,-16.44,96.31
-46.69,-18.0,133.81
-22.81,-20.75,166.63
74.81,7.5,117.81
2.56,-22.06,145.94
-2.06,-22.94,122.69
56.19,4.0,103.75
-52.69,-15.06,131.94
20.69,-34.06,160.44
11.88,-30.19,197.44
-26.75,7.56,88.87
54.5,-3.38,93.25
5.0,-29.12,170.44
-43.0,-25.37,140.06
11.13,-30.37,195.88
-62.31,-5.88,119.37
80.81,9.06,148.5
12.13,-29.25,196.88
72.37,-18.19,157.19
-52.31,-8.13,124.44
-16.44,-26.62,158.38
-14.19,-33.44,172.19
1.63,-27.87,158.38
5.88,-32.19,175.06
86.31,-9.38,152.19
2.06,-19.19,157.13
4.25,-19.87,138.69
61.25,11.94,175.88
13.19,-31.37,199.75
-55.25,-17.12,132.38
-69.06,1.19,118.5
2.06,-18.5,117.06
14.5,-14.5,179.38
4.56,-28.5,166.69
0.5,-12.31,113.5
60.38,-18.25,164.0
9.69,-26.5,191.94
-30.56,-24.06,155.44
3.5,-21.25,148.19
4.44,-17.75,110.31
-38.38,-22.25,147.13
-6.5,-32.13,153.31
-56.94,-11.75,127.56
-18.94,-28.44,154.25
33.19,1.37,91.5
70.5,-14.38,160.44
-66.12,-2.44,118.12
9.38,-31.19,169.13
60.94,-16.62,163.19
9.25,-32.0,160.06
4.75,-24.31,121.69
-0.69,-17.69,112.62
77.25,-1.56,122.19
-2.25,-18.12,102.87
1.5,-19.87,113.81
19.56,-28.69,159.63
2.38,-17.19,123.31
30.87,-7.56,183.13
-32.94,-25.62,148.19
2.63,-8.88,86.87
3.88,-26.12,172.5
-44.31,-9.38,136.56
-28.56,-30.56,147.06
67.69,3.63,106.12
55.31,8.63,177.94
3.69,-28.69,156.56
-43.44,5.38,106.0
0.19,-13.5,86.44
11.31,-31.94,192.69
-30.0,-31.44,148.88
-60.25,-6.81,124.31
91.44,-9.75,148.5
2.31,-15.88,98.44
82.37,-13.06,179.5
44.81,-20.44,155.56
61.44,-19.87,156.81
-15.56,-19.75,171.0
10.25,-2.56,89.44
7.0,-31.75,182.63
0.5,-16.75,95.56
4.13,-31.87,158.5
-63.44,-2.13,118.25
2.5,-11.75,98.75
5.25,-27.0,183.25
79.62,14.25,149.63
1.69,-12.19,88.75
77.19,-16.06,156.13
-15.25,-26.62,152.94
4.81,-29.5,189.81
-40.0,7.13,102.62
8.38,-33.5,158.13
79.31,7.94,153.13
43.19,-2.94,93.25
-1.19,-23.69,182.06
30.31,-5.75,85.62
-32.69,-15.63,144.44
-63.38,-5.31,125.5
-38.38,10.31,106.06
-10.06,-28.37,154.69
3.88,-20.19,118.69
8.5,-31.12,189.38
1.56,-15.69,109.0
9.25,-31.0,196.25
-29.19,-24.25,156.69
3.19,-20.56,132.06
33.25,-26.62,162.75
70.31,4.0,109.31
-28.19,-26.69,166.81
-4.19,3.75,86.31
-55.13,-14.0,134.5
1.5,-20.5,130.0
-26.0,-28.62,149.06
-42.19,-3.63,111.12
49.0,-3.13,95.62
-50.63,-10.69,129.69
40.69,-20.5,157.81
67.5,-7.38,102.25
4.19,-27.12,143.25
0.25,-9.88,87.44
-64.56,-1.12,120.75
-36.06,-14.0,145.13
-38.0,5.75,94.94
7.63,-31.19,184.31
26.19,-26.87,161.13
-63.13,-6.63,122.94
9.5,-27.44,194.63
26.87,-1.94,81.75
-0.56,-27.25,158.13
80.94,8.56,151.13
7.88,-26.56,191.13
7.06,-10.94,179.81
3.13,-25.69,176.81
76.56,17.69,162.81
5.5,-22.87,154.75
0.81,-26.19,156.06
3.13,-15.88,133.44
2.63,-16.31,96.75
-26.56,7.63,93.5
26.56,-6.88,186.13
4.63,-23.5,173.69
-34.13,-28.12,145.31
4.13,-29.62,197.75
-48.13,-0.69,117.0
-22.75,-18.94,148.56
11.25,-35.0,162.25
52.13,-23.19,159.56
22.12,-29.44,156.75
51.69,-17.75,158.38
-62.13,-5.44,121.62
65.19,2.88,104.19
-38.31,-21.12,142.06
-1.69,-23.56,154.38
39.63,-6.56,98.94
49.25,4.38,165.25
3.75,-26.69,136.13
48.56,-22.75,158.69
-45.0,-21.44,137.88
69.94,-18.37,156.31
-12.06,-23.25,156.31
-45.81,-11.63,128.75
43.5,-21.94,157.88
11.06,-28.06,180.19
-6.69,-32.13,152.38
11.31,-33.06,183.81
4.06,-29.56,197.75
9.06,-33.81,186.5
4.19,-15.38,104.44
3.38,-11.94,89.37
80.87,17.06,157.06
-19.31,-27.5,152.44
4.75,-27.75,165.31
-31.12,-17.62,151.75
61.75,4.56,100.81
2.63,-14.44,102.25
3.06,-20.62,133.69
-35.63,-21.75,144.13
32.06,-25.94,162.88
2.19,-17.75,113.0
7.94,-31.25,155.94
35.75,-3.44,90.12
75.94,2.5,122.19
-31.12,-26.37,149.0
49.56,-24.19,168.19
-32.13,-27.87,147.38
2.13,-21.94,127.69
3.0,-15.81,111.0
-41.81,-24.12,140.88
8.88,-27.69,192.44
16.56,-29.31,158.31
-43.75,-17.81,141.94
72.12,1.5,116.25
86.75,-13.06,178.69
27.06,-28.81,160.56
5.38,-23.87,168.94
-28.87,-25.06,163.75
-0.37,-20.37,128.31
8.13,-33.63,188.75
59.94,-2.19,94.06
1.94,-8.75,101.37
65.31,-0.06,109.94
4.63,-27.69,145.19
14.88,-0.44,79.94
-45.19,1.06,105.37
11.44,-30.69,192.25
10.56,-30.0,194.44
11.88,-13.31,167.25
-65.44,-2.0,120.69
-1.12,-10.13,104.25
3.0,-13.0,92.06
3.06,-10.0,90.06
8.63,-33.5,185.13
72.56,-0.56,119.37
75.56,7.56,123.25
52.63,-19.62,157.13
79.87,16.69,157.25
-16.37,-31.75,152.81
-62.19,-0.56,120.75
13.31,-33.13,196.94
75.94,7.56,116.37
-46.31,4.19,107.37
9.5,-31.81,189.94
-15.31,14.44,91.56
3.81,-16.06,122.12
-39.38,-20.19,141.06
57.69,-22.37,161.56
87.31,-14.88,153.81
35.69,-22.5,155.69
85.37,-16.37,151.5
-8.44,-29.25,152.06
70.37,13.38,169.38
60.81,-21.69,163.75
8.81,-29.87,175.69
10.44,-29.31,194.56
-0.31,-16.25,91.5
11.0,-19.62,184.0
1.94,-21.81,120.56
10.5,-28.44,197.75
1.94,-22.75,139.81
-11.81,-32.0,167.06
7.44,-27.56,159.25
57.38,15.56,181.88
-0.94,-13.56,90.06
6.0,-30.44,194.44
-12.13,-21.69,152.06
0.88,-9.75,91.12
-39.63,-23.12,146.75
11.94,-26.75,196.63
-51.0,-17.0,133.44
12.0,-33.0,198.06
0.69,-23.44,127.12
10.5,-31.44,182.31
-43.31,-20.56,136.44
-63.63,-4.25,119.5
36.06,-25.81,160.69
63.5,-14.25,158.0
-9.31,7.56,86.69
63.5,-1.88,96.06
1.75,4.75,79.0
-39.63,-20.81,140.56
6.31,-27.44,141.94
39.5,6.31,180.31
-25.56,-21.44,161.63
62.69,-17.37,158.19
-14.0,-32.06,153.69
2.13,-9.63,93.0
8.44,-25.5,191.63
-5.13,-33.06,159.5
-35.69,-19.37,145.63
-12.19,-33.0,173.56
69.44,-15.94,155.0
26.56,-2.13,89.75
37.0,-29.37,163.13
5.88,-26.25,186.44
1.19,-11.88,85.81
14.81,-6.94,181.44
7.75,-32.5,176.06
15.0,-31.62,161.44
74.94,5.75,153.06
4.13,-26.25,180.31
61.94,-19.5,159.94
36.75,-7.0,85.25
2.44,-13.38,87.25
53.75,-21.31,165.94
2.31,7.0,89.06
-2.31,-28.87,157.25
-34.88,-23.31,148.75
-43.69,-19.19,140.69
-44.94,-18.25,139.31
-15.94,-31.31,153.94
-37.69,0.88,101.81
-14.88,-25.0,174.0
11.94,-30.12,198.19
3.88,-21.81,157.0
-15.94,15.88,89.19
-30.37,-16.12,145.31
-40.94,13.81,93.5
82.25,-15.63,157.75
-66.06,-1.06,119.94
54.19,1.94,97.5
-33.0,-22.37,147.19
-36.25,11.75,104.31
1.19,-19.5,121.69
66.19,2.75,104.56
74.87,11.81,165.25
-9.56,-23.5,163.38
-1.69,-18.0,106.06
8.94,-30.06,172.44
78.19,-16.06,160.13
28.37,-5.25,186.44
-9.75,-21.06,155.0
6.25,-24.19,162.25
86.62,-14.81,155.44
1.5,-22.06,114.87
10.0,-27.62,171.13
6.63,-29.0,161.38
2.19,-9.0,87.25
-50.38,-12.44,132.31
50.81,-19.0,155.31
-65.94,-2.69,121.62
-56.25,-10.31,132.38
5.25,-29.0,151.5
43.69,-24.94,160.63
-38.69,-25.69,139.13
-13.75,-34.5,150.75
84.81,13.69,142.31
6.69,-26.5,156.13
13.38,-33.94,198.38
3.38,3.75,85.0
30.44,-26.62,162.0
-48.31,-19.25,135.75
-39.75,-15.19,143.13
3.44,-26.44,135.31
14.81,5.19,87.69
-35.88,9.5,98.5
-0.31,-21.44,167.31
12.81,-34.38,196.5
28.31,-31.19,162.94
39.06,-4.38,91.12
4.38,-21.44,160.88
5.06,-23.5,166.81
60.44,-14.88,156.5
4.13,-22.06,129.69
85.37,-19.19,143.81
50.5,12.81,186.06
-42.44,-11.13,138.25
56.31,-21.81,159.69
68.75,-14.31,156.38
63.44,-16.62,155.5
1.88,-22.37,153.75
-52.25,-6.94,122.87
1.44,-19.5,112.5
0.56,-14.44,86.06
44.94,3.13,169.25
83.31,-14.5,145.81
2.06,-26.87,152.75
3.75,-13.56,92.37
0.06,-9.94,85.81
1.63,-22.44,124.75
21.94,-22.69,165.5
35.06,-2.13,170.31
2.38,-24.56,155.13
-8.88,24.0,92.25
6.06,-23.87,160.44
5.56,-26.37,155.88
-12.44,-20.19,172.63
-0.63,-16.5,178.13
5.31,-27.56,146.06
56.69,-18.62,156.63
-48.19,-15.69,139.0
12.31,-16.0,178.75
17.06,-5.25,92.12
45.75,-4.19,93.37
92.62,-9.63,144.31
8.13,-32.81,190.31
1.63,-23.06,154.13
0.0,-25.31,186.5
12.63,-27.44,198.31
-14.56,-34.88,153.75
72.12,5.63,110.94
-62.19,-2.94,119.37
-1.37,-21.31,150.75
49.5,-20.5,161.25
1.31,-23.37,132.88
0.81,-15.94,108.81
-27.31,13.56,97.69
12.38,-31.75,155.75
-42.0,3.75,102.31
-60.69,-7.5,123.5
-49.44,-15.19,137.5
7.25,2.75,78.62
-12.0,-19.12,172.56
0.56,-17.94,114.5
60.13,10.06,187.31
76.81,4.31,146.63
9.5,-32.5,194.31
71.0,11.06,172.0
-28.5,6.25,95.31
79.37,8.31,140.88
4.31,-26.06,156.19
75.0,10.81,165.56
49.63,-15.75,161.56
5.5,-23.87,164.0
57.56,14.56,171.31
3.56,-35.69,160.69
-10.81,-30.12,155.31
2.75,-16.06,108.25
10.19,-28.56,196.38
-35.88,-22.5,144.25
7.5,-27.81,185.31
6.88,-33.56,180.5
2.81,-21.94,114.25
-19.0,-31.87,151.94
2.75,-16.75,109.81
-15.5,-34.56,156.44
0.37,3.56,90.06
67.0,-1.56,106.06
3.69,-29.62,161.56
-6.13,-32.81,155.69
-64.19,-3.31,118.75
3.63,-29.69,151.0
-28.12,-29.87,143.5
32.13,-4.81,94.12
0.94,-21.75,126.25
-40.75,-21.81,151.06
77.81,-1.06,123.69
4.81,-25.81,186.25
0.0,-14.25,120.81
3.0,-25.19,176.06
-63.63,-1.75,122.25
39.19,-27.62,162.06
65.87,14.0,179.75
19.69,-24.44,155.81
56.06,-5.06,103.87
10.13,-27.87,197.63
11.06,-31.69,197.13
-47.0,-9.75,124.87
3.25,-8.81,97.0
1.31,-1.56,89.37
71.0,-15.69,153.81
1.12,-22.81,136.94
38.19,-7.13,96.56
32.19,-0.88,184.13
3.19,-24.94,137.31
-2.0,-22.87,178.5
-32.19,-27.5,146.63
16.44,-21.0,157.19
-0.63,-28.0,157.94
69.06,2.94,108.75
2.5,-25.94,149.44
9.5,-30.19,191.25
-22.06,7.38,90.0
10.13,-27.5,198.69
-0.44,-20.62,130.19
-0.69,-11.13,95.44
5.25,-26.31,142.88
41.06,8.19,181.81
59.25,-2.88,99.31
4.25,-21.06,152.5
25.81,-27.87,161.81
4.38,-9.94,101.69
-23.62,-16.87,160.75
-61.38,-7.38,128.5
51.75,-13.19,158.06
3.56,-22.12,128.44
5.06,-22.44,154.0
2.0,-24.25,169.06
1.25,-20.19,109.94
41.31,-31.25,169.88
3.25,-19.44,108.81
10.13,-34.88,163.75
-61.31,-3.81,120.37
5.69,-12.0,96.19
-12.94,3.38,87.87
4.25,-16.56,107.62
25.69,-1.69,88.75
2.63,-13.69,98.62
1.5,-20.87,153.06
9.75,-27.5,197.38
69.06,8.88,164.0
4.25,-20.19,143.63
-16.56,-31.0,149.5
5.63,-12.94,91.44
1.31,-29.37,154.81
50.44,-20.37,161.38
9.63,-29.62,190.25
56.69,-22.87,161.63
80.69,12.13,129.88
9.5,-29.81,195.44
-48.19,-19.25,132.69
2.19,-32.94,159.31
4.19,-29.87,197.31
56.5,-16.62,156.81
6.88,-24.56,186.25
85.31,-16.56,147.69
61.94,13.38,182.0
-45.75,-23.56,138.06
6.0,-13.13,93.94
3.19,-25.06,147.31
10.38,-32.38,192.63
53.0,12.38,175.81
-33.88,-17.31,150.56
-36.5,22.75,100.75
-47.38,-18.56,139.38
78.5,13.88,161.13
-56.94,-8.94,132.69
3.19,-14.56,87.62
-22.19,-29.5,148.5
-36.75,-25.12,144.88
4.19,-31.44,167.31
90.37,-12.81,147.69
2.0,-25.19,169.25
46.88,-23.25,159.0
53.06,10.44,180.44
3.88,-8.13,97.0
36.56,-4.31,89.75
4.63,-14.88,99.69
87.94,-14.13,146.0
0.75,-17.06,106.06
48.75,-24.94,168.31
-27.75,-20.56,159.06
87.0,-8.81,148.0
45.25,-21.06,161.06
6.0,-29.87,161.5
81.19,5.31,125.69
-16.56,12.88,83.31
9.38,-29.12,159.06
-3.81,-27.0,157.63
43.56,-21.5,160.81
70.81,-6.63,106.25
-59.5,-7.13,129.81
2.81,-12.81,86.06
66.75,-21.44,171.13
-3.44,7.44,84.12
73.56,-15.13,185.06
0.56,-18.69,146.69
-58.38,-10.25,123.44
-53.25,-11.81,134.31
72.87,2.75,114.31
-3.25,-15.75,90.75
4.5,-21.87,157.06
6.94,-32.25,173.13
11.0,-31.25,196.69
-42.94,-10.19,135.75
-11.56,-30.0,155.13
1.63,-26.25,136.63
85.94,-14.69,146.94
0.06,-28.0,158.06
81.62,10.63,146.25
-50.81,-17.31,130.38
10.25,-32.44,190.88
10.94,-27.69,197.75
1.56,-15.31,108.06
-53.69,5.5,108.06
-40.31,-12.19,139.5
-28.19,-29.62,157.0
90.25,-12.69,148.38
86.5,-14.25,141.25
-59.75,-4.31,126.44
2.31,-6.63,92.94
84.69,-13.19,149.13
57.88,-21.31,166.56
34.25,-23.81,158.56
-36.19,5.25,97.87
76.12,2.5,139.0
-44.69,-13.19,133.19
-54.06,-11.44,128.69
-43.25,-1.06,119.12
41.25,-25.37,160.56
1.44,-20.81,135.44
82.75,8.13,128.69
-9.06,-20.56,172.38
-25.94,-24.19,146.69
51.94,-0.44,103.94
7.13,-27.5,156.06
29.19,-5.06,167.63
-40.75,-19.25,143.5
-36.44,-15.75,141.81
13.56,-33.81,178.06
-19.69,-28.25,163.0
10.69,-27.31,195.19
33.38,-32.63,167.38
-45.38,-20.56,140.19
77.5,9.88,126.12
13.56,-29.5,201.88
3.13,-23.5,164.69
-37.13,6.5,99.37
37.56,-3.0,183.69
-17.62,9.63,86.87
-16.69,10.31,91.0
7.13,-21.19,154.81
3.0,-13.31,92.94
3.0,-19.37,111.56
31.19,-26.44,162.19
84.37,-15.75,152.63
-2.06,-24.44,176.75
-62.38,-2.81,119.19
-44.31,-11.31,122.75
4.44,-13.19,93.12
28.44,-5.0,180.25
47.88,-7.25,90.5
67.37,-21.19,170.63
-16.75,-18.62,170.69
7.38,-27.62,196.19
-17.31,-23.31,167.25
61.13,2.0,101.44
-0.12,2.0,85.69
-43.69,4.56,107.12
14.25,-34.56,162.75
22.5,-15.25,188.5
-31.87,-27.81,152.31
79.62,5.56,117.37
57.88,12.13,176.13
44.94,-24.25,162.94
9.31,-33.0,191.63
8.94,-28.5,186.13
-2.19,5.56,84.25
2.19,-22.87,158.44
65.75,-1.06,105.12
33.56,4.94,178.44
55.69,14.13,172.31
-41.19,6.88,101.62
-67.75,-1.44,121.44
4.56,-21.31,147.56
-28.62,6.5,92.06
9.31,-26.25,196.63
0.5,-26.31,141.88
-47.69,-19.56,133.06
4.5,-17.5,107.94
10.88,-31.31,196.31
40.0,-24.75,157.5
-47.19,-0.5,115.31
82.31,13.44,146.75
53.69,-17.19,157.69
-46.25,-17.12,139.38
3.63,-15.44,123.31
70.75,-17.75,156.5
80.94,9.13,139.44
0.12,-24.5,122.25
-53.56,-11.88,129.0
38.38,-3.69,90.75
-22.62,8.5,93.25
10.25,-32.94,183.25
76.5,10.56,147.06
-15.31,-23.62,173.81
-41.38,-23.0,141.69
